Code,Site Name,Type,Description,Priority,Client,Fault/Event Start - Date/Time,Fault/Event End - Date/Time (TECHS - What time did the asset come back online?),Assets,Status,Time Spent Hours,Date Completed,Date Last Modified,Assigned Users,Date Created,Status of Work,Charge Department,Work Order Status Group,Completion Notes,Asset Production Time,Total Maint Hours Online,Point of Contact,
26876,Fort Rock Solar IV,Preventive Maintenance Inspection,Fort Rock IV - Soltage Tri-Annual Inspection,7 - PM Scheduled,Soltage,"Aug 07, 2023 10:00:00 AM","Aug 30, 2023 02:17:00 AM","Ambient Temp Sensor (FORT.4-WEA.STA-AMB.TEMP), Anemometer (FORT.4-WEA.STA-ANEM), Barometric Pressure (FORT.4-WEA.STA-BARP.PRS), Combiner Box 05-01 (FORT.4-INV05-CB-05-01), Combiner Box 05-02 (FORT.4-INV05-CB-05-02), Combiner Box 05-03 (FORT.4-INV05-CB-05-03), Combiner Box 05-04 (FORT.4-INV05-CB-05-04), Combiner Box 05-05 (FORT.4-INV05-CB-05-05), Combiner Box 05-06 (FORT.4-INV05-CB-05-06), Combiner Box 05-07 (FORT.4-INV05-CB-05-07), Combiner Box 05-08 (FORT.4-INV05-CB-05-08), Combiner Box 05-09 (FORT.4-INV05-CB-05-09), Combiner Box 05-10 (FORT.4-INV05-CB-05-10), Combiner Box 05-11 (FORT.4-INV05-CB-05-11), Combiner Box 05-12 (FORT.4-INV05-CB-05-12), Combiner Box 05-13 (FORT.4-INV05-CB-05-13), Combiner Box 05-14 (FORT.4-INV05-CB-05-14), Combiner Box 05-15 (FORT.4-INV05-CB-05-15), Combiner Box 05-16 (FORT.4-INV05-CB-05-16), Combiner Box 05-17 (FORT.4-INV05-CB-05-17), Combiner Box 05-18 (FORT.4-INV05-CB-05-18), Combiner Box 06-01 (FORT.4-INV06-CB-06-01), Combiner Box 06-02 (FORT.4-INV06-CB-06-02), Combiner Box 06-03 (FORT.4-INV06-CB-06-03), Combiner Box 06-04 (FORT.4-INV06-CB-06-04), Combiner Box 06-05 (FORT.4-INV06-CB-06-05), Combiner Box 06-06 (FORT.4-INV06-CB-06-06), Combiner Box 06-07 (FORT.4-INV06-CB-06-07), Combiner Box 06-08 (FORT.4-INV06-CB-06-08), Combiner Box 06-09 (FORT.4-INV06-CB-06-09), Combiner Box 06-10 (FORT.4-INV06-CB-06-10), Combiner Box 06-11 (FORT.4-INV06-CB-06-11), Combiner Box 06-12 (FORT.4-INV06-CB-06-12), Combiner Box 06-13 (FORT.4-INV06-CB-06-13), Combiner Box 06-14 (FORT.4-INV06-CB-06-14), Combiner Box 06-15 (FORT.4-INV06-CB-06-15), Combiner Box 06-16 (FORT.4-INV06-CB-06-16), Combiner Box 06-17 (FORT.4-INV06-CB-06-17), Combiner Box 07-01 (FORT.4-INV07-CB-07-01), Combiner Box 07-02 (FORT.4-INV07-CB-07-02), Combiner Box 07-03 (FORT.4-INV07-CB-07-03), Combiner Box 07-04 (FORT.4-INV07-CB-07-04), Combiner Box 07-05 (FORT.4-INV07-CB-07-05), Combiner Box 07-06 (FORT.4-INV07-CB-07-06), Combiner Box 07-07 (FORT.4-INV07-CB-07-07), Combiner Box 07-08 (FORT.4-INV07-CB-07-08), Combiner Box 07-09 (FORT.4-INV07-CB-07-09), Combiner Box 07-10 (FORT.4-INV07-CB-07-10), Combiner Box 07-11 (FORT.4-INV07-CB-07-11), Combiner Box 07-12 (FORT.4-INV07-CB-07-12), Combiner Box 07-13 (FORT.4-INV07-CB-07-13), Combiner Box 07-14 (FORT.4-INV07-CB-07-14), Combiner Box 07-15 (FORT.4-INV07-CB-07-15), Combiner Box 07-16 (FORT.4-INV07-CB-07-16), Combiner Box 08-01 (FORT.4-INV08-CB-08-01), Combiner Box 08-02 (FORT.4-INV08-CB-08-02), Combiner Box 08-03 (FORT.4-INV08-CB-08-03), Combiner Box 08-04 (FORT.4-INV08-CB-08-04), Combiner Box 08-05 (FORT.4-INV08-CB-08-05), Combiner Box 08-06 (FORT.4-INV08-CB-08-06), Combiner Box 08-07 (FORT.4-INV08-CB-08-07), Combiner Box 08-08 (FORT.4-INV08-CB-08-08), Combiner Box 08-09 (FORT.4-INV08-CB-08-09), Combiner Box 08-10 (FORT.4-INV08-CB-08-10), Combiner Box 08-11 (FORT.4-INV08-CB-08-11), Combiner Box 08-12 (FORT.4-INV08-CB-08-12), Combiner Box 08-13 (FORT.4-INV08-CB-08-13), Combiner Box 08-14 (FORT.4-INV08-CB-08-14), Combiner Box 08-15 (FORT.4-INV08-CB-08-15), Combiner Box 08-16 (FORT.4-INV08-CB-08-16), Combiner Box 08-17 (FORT.4-INV08-CB-08-17), Customer MV Meter (FORT.4-INTERCON-CUST.MVM), DAS (FORT.4-DAS), Datalogger (FORT.4-DAS-DATALOGGER), Fort Rock Solar IV (FORT.4), Gateway/Modem (FORT.4-DAS-MODM), Inverter 5 (FORT.4-INV05), Inverter 6 (FORT.4-INV06), Inverter 7 (FORT.4-INV07), Inverter 8 (FORT.4-INV08), Inverters (FORT.4-INV), Module Temp Sensor 1 (FORT.4-WEA.STA-MTS-1), Precipitation Gauge (FORT.4-WEA.STA-PRECIP.GA), Pyranometer 1 (FORT.4-WEA.STA-PYRA1), Racking (FORT.4-RACK), Site Disconnect (GOAB) (FORT.4-GOAB), Solar Photovoltaic Module (FORT.4-MOD), String Connection (FORT.4-STRCONN), Switch/Router (FORT.4-DAS-SWITCH), Transformer TX-5 (FORT.4-XFMR5), Transformer TX-6 (FORT.4-XFMR6), Transformer TX-7 (FORT.4-XFMR7), Transformer TX-8 (FORT.4-XFMR8), Transformers (FORT.4-XFMR), Wind Speed (FORT.4-WEA.STA-WIND.SPD)",2. PM - Onsite Inspection Complete / Report Due,45.78,,"Sep 11, 2023 10:54:09 AM","Cole Harbick, Ryan Jordan","Jul 10, 2023 03:06:52 AM",COMPLETE,(OM) O&M Contract,,"2023-08-29 CHA
- Crew replaced all inverter door filters.

2023-08-02 RJO
-Crew completed inspection of all inverters, and transformers.

2023-08-01 RJO
-Crew completed inspection of all combiner boxes, GOAB, general site and racking and wire management. 
-Crew found numerous free hanging home run strings. Crew re-attached strings using new zip ties. ",,,Dylan Barrett,
27363,South Robeson,Corrective,Inverters not performing on par w/peers.  Investigate underperformance.,3 - Medium,NESM/Radian Generation,"Aug 07, 2023 09:25:00 AM",,"Inverter-A2 (SOUT.R-INV-A2), Inverter-C1 (SOUT.R-INV-C1), Inverter-D2 (SOUT.R-INV-D2), South Robeson (SOUT.R)",Open,18.10,,"Aug 24, 2023 05:25:48 PM","Darius Webb, Performance Engineering, Richard Strahin","Aug 08, 2023 09:21:27 AM",INCOMPLETE,(OM) O&M Contract,,"2023-08-24 RST
-started testing on C1 CB
-did not finish C1 CB due ground fault issues on inverter E1 WO 26843

2023-08-17 RST
-arrived on site went to inverters A1 and A2 CBs completed testing on all CBs in that pad 
-went to inverters B1 and B2 completed testing on all CBs
-went to inverters C1 and C2 found to be offline went to C pad and found 2 phase links blown on the ground and 1 handing pulled down and tested and was found bad checked transformer for issues and took pictures
-transformer oil gauge states low
-fuse links to be replaced in another work order  

2023-08-10 JEN
While on site yesterday for WO 26973, RST found and reenergized an offline CB in what he believes to have been one of the B arrays. PE has observed an increase in production from INV C1 today, but without CB visibility attribution to yesterday's work is nearly impossible. 

PE recommends holding off on further investigation until all combiners have been confirmed to be online on site.",,,Drew Parada,
27344,Watts,Commissioning and Support,Watts MOA Inspction,6 - Scheduled,FCM Services,"Aug 07, 2023 09:00:00 AM",,Watts (watts),On Deck to be Scheduled,0.00,,"Aug 15, 2023 01:58:44 PM",,"Aug 07, 2023 02:24:54 PM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
27343,Warrenton,Commissioning and Support,Warrenton Duke MOA,6 - Scheduled,FCM Services,"Aug 07, 2023 09:00:00 AM",,Warrenton Farm (A4239),On Deck to be Scheduled,0.00,,"Aug 15, 2023 01:59:12 PM",,"Aug 07, 2023 02:23:13 PM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
27341,Oakboro,Commissioning and Support,Oakboro Duke MOA,6 - Scheduled,FCM Services,"Aug 07, 2023 09:00:00 AM",,Oakboro (Okbro),On Deck to be Scheduled,0.00,,"Sep 08, 2023 12:57:47 PM",,"Aug 07, 2023 02:21:15 PM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
27340,Market,Commissioning and Support,Market Duke MOA,6 - Scheduled,FCM Services,"Aug 07, 2023 09:00:00 AM",,Market Farm (Mrkt),Ready for Review ,2.50,,"Sep 11, 2023 04:06:47 PM","Aaron Will-Keck, Shane Williams","Aug 07, 2023 02:20:18 PM",COMPLETE,(FX) Fixed Scope and Price,,"2023-09-11_SWI
-Completed MOA inspection. See failed items in labor task and corresponding photos. 
-Inverter parameters were adjusted by PE with exception of C2",,,Alex Luna,
27339,Mile Farm,Commissioning and Support,Mile Farm MOA,6 - Scheduled,FCM Services,"Aug 07, 2023 09:00:00 AM",,Mile Farm (Mile),On Deck to be Scheduled,0.00,,"Sep 08, 2023 12:56:57 PM",,"Aug 07, 2023 02:16:05 PM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
27321,Anderson,Troubleshooting Electrical Equipment,Anderson - INV 12 - Underperforming,5 - Punchlist,Soltage,"Aug 07, 2023 08:13:00 AM",,Inverter 12 (ANDE-INV12),On Hold - Waiting for Client Approval,,,"Aug 07, 2023 08:17:33 AM",,"Aug 07, 2023 08:13:29 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27305,Aulander,Troubleshooting Electrical Equipment,INV 4 offline with "door open" alarm,1 - Urgent,Alchemy Renewable Energy,"Aug 05, 2023 04:30:00 PM",,Inverter 4 (AULD-INV4),On Hold - Awaiting Parts,13.11,,"Aug 17, 2023 03:03:29 PM","Antonio Overton, Chris Harris, Travis Williams","Aug 05, 2023 11:15:51 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-17 DPA
-response received
-Many thanks for your enquiry,
The KMF3420VX was a special design manufactured for Power One and is not a stock item for us.
Cost $919.40 USD ex works, approx. 12 week lead time.
-client has been notified

2023-08-16 DPA
-reached out to parts manufacturer in the UK and requested a quote

2023-08-11 DPA
-Sales acknowledgment received
-update regarding parts
-Hello,
I have attached the sales order acknowledgment for CARE-02364166.
This order will ship as soon as possible pending actual current availability.
**It appears to me that PN ZFF.00010 is currently out of stock and is on backorder from our overseas supplier. I do not have an ETA as to when these will be back in stock. We will be sure to get this shipped as soon as possible once available.**Thank you,

2023-08-11 DPA
-Approval received and uploaded
-PO 1760 has been generated and sent for approval
-PO sent to Fimer 

2023-08-10 DPA
-Fimer quote received, uploaded and passed onto the client for approval

2023-08-08 DPA
-follow up email to Fimer to provide the following part numbers for the quote requested
ZFF.00010          Ultra, AC Output EMI Filter
ZFU.00038         Ultra, OVR SURGEARRESTOR AC (4-Pole) Citel SPD holder

2023-08-07 CHA
-Techs arrived on site with AOV and determine a starting point for testing and troubleshooting
-Techs then started with the ground system and tested ground fault fuse, 5A 1000V little fuse blown 
-Techs closed in all DC breakers for testing
-Techs tested for active ground fault, voltages on positive to ground with GF fuse open, read 560Vdc floating, Negative to ground reads 220Vdc floating, negative to positive, read 790Vdc
-Readings indicate no ground fault was present
-Techs then cut off all DC to inverter and turned on the AUX power to access HMI for fault and inverter status
-Under the AC/DC section of the HMI, techs notice AC fuse 3 indicator light to be red
-Techs then shut off the AUX of INV 4, INV 3 & transformer 2 to isolate AC from inverter
-Techs inspected the AC Cabinet of the inverter finding the lightening arrestor to be damaged, AC fuse blown and charring on the bus work, this is most likely the cause of the GF fuse blowing
-Techs then inspected all AC connections and components, surge protector cartridge's was blown as well, no other fuses were found blown, no other damaged found to inverter
-Techs informed RM of findings, 
-Rm informed techs to leave inverter offline and LOTOed
Inverter will remain down as there is no was to isolate inverter to run de-rated
-Techs reached out to FIMER, created case CARE-02364166 for a quote on parts needed, awaiting quote 
Lighten arrestor  AC FUSE Surge Protector cartridge 



2023-08-06 AOV
     - Tech navigated to location of Inverter 4 on site
     - Tech inspected exterior of Inverter and found no issues
     - Tech isolated inverter and checked all front door sensors; no issue found
     - Tech noticed HMI screen was stuck, I reset the screen
     - HMI still showed alarm; fault code:  E846
     - Tech informed RM of findings
     - Tech went to back of inverter to check doors there, tech closed top of all doors
     - Tech attempted to restart inverter and was unsuccessful
     - Tech reached out for additional support; was told everything attempted was correct
     - Tech was also informed about another WO that specifying issues with HMI screen
     - Per ABB Manual E846 referred to a Shunt Trip; possible ground fault
     - This requires a 2 person crew to further troubleshoot    
     - Techs will have to return tomorrow for more troubleshooting due to current tech working alone

2023-08-05 BDO
INV 4 offline with door open alarm at 16:30EDT.",,,Drew Parada,
27442,Tumbleweed,Troubleshooting Electrical Equipment,INV 10.07 offline (islanding),3 - Medium,NESM/Exus,"Aug 04, 2023 02:45:00 PM",,Inverter B10.CMB/I7 (DESC-B10.CMB/I7),On Deck to be Scheduled,,,"Aug 17, 2023 02:17:22 PM","Cole Harbick, Ryan Jordan","Aug 14, 2023 12:28:29 PM",INCOMPLETE,(TM) Time and Materials,,2023,,,Dylan Barrett,
27125,Gold Mine,Corrective,Correct reoccurring FLT Code 0 (Lockout) on ClearSkys Unit,3 - Medium,Soltage,"Aug 04, 2023 02:23:00 PM",,Gold Mine (GOLD),On Hold - Waiting for Client Approval,,,"Aug 22, 2023 09:14:33 AM",,"Jul 26, 2023 02:20:58 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-22 FHU
- Received quote from OEM for remediation of the FLT Code 0 lockout.
- Sent to CSS AM to get Soltage approval. 

2023-07-27 FHU
- MyPV asked for remote access to the ClearSky unit. CSS PE stated that we would need client permission to give a 3rd party access to the site VPN. 
- Informed MyPV and asked them to supply a physical dispatch. 
- Per MyPV:
Colton will send you a proposal and timeframe Monday for the estimated work.

2023-07-26 FHU
- Per MyPV Help:
With a ClearSky Plus, a Fault Code 4 is generated when the RVC Panel (Low Voltage Switching panel on the left of the two control cabinets) sends a signal to the 751 relay to CLOSE the MV Breakers as part of the normal closing sequence,, but the MV Breakers don’t close in time (or at all). 

This condition is usually caused when OUT404 of the 751 Relay remains ASSERTED when the breakers are open (can be caused by a Remote Open Command (which is different than a TRIP), or a couple other conditions where an OPEN is sent, but none of the TRIP conditions.  In normal operation that output will DEASSERT (and the relay will be reset and ready for another closing sequence) when Latch 07 is Reset.  At time of shipment, this element would DEASSERT when the TRIP Pushbutton on the relay was pressed (PB04), or the relay detected a TRIP condition.   It has subsequently been found that when the site is commanded to OPEN from SCADA, the OC element of the relay opens the breakers without asserting the TRIP condition, so the MV Breakers would open, but not reset the 751 to be ready for another CLOSE operation.

The best way to avoid this condition is to add a statement to the Latch 07 Reset statement that looks for a Falling transition of the 52A contact (F_TRIG 52A) that is OR’d with a PB04 (TRIP Pushbutton) or TRIP condition to occur

This modification can be made by any qualified technician familiar with SEL Quickset Software, of if someone can email me the current working copy of the settings, I can make the modification, and email the updated code back to you.

- Discussed with CSS PE and we advise having the OEM make this correction. 
- Requested dispatch from the MyPV team. ",,,Forrest Huynh,
27537,Chiloquin,Troubleshooting Electrical Equipment,"INVs 4.11, 5.03, 5.04, 5.09, & 5.10 not communicating",3 - Medium,NESM/Exus,"Aug 04, 2023 09:00:00 AM",,"Inverter B4.CMB/I11 (CHIL-B4.CMB/I11), Inverter B5.CMB/I10 (CHIL-B5.CMB/I10), Inverter B5.CMB/I3 (CHIL-B5.CMB/I3), Inverter B5.CMB/I4 (CHIL-B5.CMB/I4), Inverter B5.CMB/I9 (CHIL-B5.CMB/I9)",On Deck to be Scheduled,,,"Aug 18, 2023 05:10:19 PM",,"Aug 18, 2023 05:08:07 PM",,(TM) Time and Materials,,,,,Dylan Barrett,
27279,Pamlico,Troubleshooting Electrical Equipment,meter is frequently losing communication,6 - Scheduled,Soltage,"Aug 03, 2023 04:22:00 PM",,Customer MV Meter (PAML-INTERCON-CUST.MVM),On Hold - Waiting for Client Approval,0.83,,"Sep 04, 2023 12:05:30 PM","Chris Harris, Travis Williams","Aug 03, 2023 04:22:46 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-04 DPA
-followed up with the client

2023-08-14 DPA
-quote has been uploaded and sent to the client for approval

2023-08-11 DPA
-quote received from AE

2023-08-08 DPA
-response from AE 
-Hi Andrew,
Thanks for reaching out. I am adding @Shawn Adams here as the account manager for Soltage.
Shawn this is for site: Pamlico. Make sure that the current weather station on site is compatible with a PM1K before issuing this quote. Best, Emory Capps

2023-08-07 DPA
-reached out to Ae for a quote for a new power logger

2023-08-07 CHA
-Techs inspected meter and ethernet cable, no issues found, meter communicating
-Techs view the Draker wireless ethernet server and no issues were found
-Techs reached out to Also Energy and created case 440036
-Notes from call 
*As discussed, there is no current ingest issue between Draker and PowerTrack and we are able to pull all data to the Draker side so it is not an issue with the meter. This is more than likely the logger itself starting to stand on its last leg. Although this may be okay for the foreseeable future, I would recommend keeping a new logger in mind. We talked about the PL1K (PowerLogger 1000) in short description but if you would like more information or a quote on it, please reach out again and I will send you the information for your regions account manager and they will be able to answer any questions you have.
Case# 440036
Best,
Colby Harris (He/Him)
Tier II Support Specialist | Support: 866-303-5668
-Techs informed RM of findings
",,,Drew Parada,
27403,Agate Bay,Corrective,ET Solar Module warranty,4 - Low,Soltage,"Aug 02, 2023 12:12:00 PM",,Solar Photovoltaic Module (AGAT-MOD),On Deck to be Scheduled,,,"Aug 11, 2023 12:15:02 PM",Dylan Barrett,"Aug 11, 2023 11:39:56 AM",,(OM) O&M Contract,,,,,Dale Freeman,
26026,Agate Bay,Mow,Agate Bay - Mow array and buffer,6 - Scheduled,Soltage,"Aug 01, 2023 12:00:00 PM",,Agate Bay (AGAT),On Deck to be Scheduled,23.10,,"Aug 16, 2023 03:05:20 AM",,"May 16, 2023 09:03:50 AM",INCOMPLETE,(OM) O&M Contract,,"2023-08-26 MMO
Cut saplings and black berry briers around Inverter 1.


2023-08-02 JDA
Started to mow around fence. too dry for fire conditions. spot mowed Blackberry patches. 
Found 31 modules in one row with backing cracked. inverter 1 north side CB 3
Check photos for serial numbers.
",,,Dylan Barrett,
27222,Lafayette,Corrective,UAV Follow Up @ Lafayette: 2 Damaged Modules,5 - Punchlist,Alchemy Renewable Energy,"Jul 31, 2023 01:52:00 PM",,Lafayette (LAFY),On Hold - Waiting for Client Approval,,,"Jul 31, 2023 02:27:53 PM",,"Jul 31, 2023 01:50:34 PM",,(OM) O&M Contract,,,,,Forrest Huynh,
27218,Sonne Two,Corrective,Tracking return / refund of failed DST Board for Sonne 2,4 - Low,NESM/Exus,"Jul 31, 2023 10:12:00 AM",,Inverter-2 (SONN-INV2),On Deck to be Scheduled,,,"Jul 31, 2023 10:13:31 AM",,"Jul 31, 2023 10:10:31 AM",,,,"2023-07-31 JNA
KMC pulled files and sent to SMA - see WO 26659",,,Forrest Huynh,
26781,Fort Rock Solar I,Preventive Maintenance Inspection,Fort Rock I - Soltage Tri-Annual Inspection,7 - PM Scheduled,Soltage,"Jul 31, 2023 10:00:00 AM","Aug 23, 2023 05:30:00 PM","Combiner Box 05-01 (FORT-INV05-CB-05-01), Combiner Box 05-02 (FORT-INV05-CB-05-02), Combiner Box 05-03 (FORT-INV05-CB-05-03), Combiner Box 05-04 (FORT-INV05-CB-05-04), Combiner Box 05-05 (FORT-INV05-CB-05-05), Combiner Box 05-06 (FORT-INV05-CB-05-06), Combiner Box 05-07 (FORT-INV05-CB-05-07), Combiner Box 05-08 (FORT-INV05-CB-05-08), Combiner Box 05-09 (FORT-INV05-CB-05-09), Combiner Box 05-10 (FORT-INV05-CB-05-10), Combiner Box 05-11 (FORT-INV05-CB-05-11), Combiner Box 05-12 (FORT-INV05-CB-05-12), Combiner Box 05-13 (FORT-INV05-CB-05-13), Combiner Box 05-14 (FORT-INV05-CB-05-14), Combiner Box 05-15 (FORT-INV05-CB-05-15), Combiner Box 05-16 (FORT-INV05-CB-05-16), Combiner Box 05-17 (FORT-INV05-CB-05-17), Combiner Box 06-01 (FORT-INV06-CB-06-01), Combiner Box 06-02 (FORT-INV06-CB-06-02), Combiner Box 06-03 (FORT-INV06-CB-06-03), Combiner Box 06-04 (FORT-INV06-CB-06-04), Combiner Box 06-05 (FORT-INV06-CB-06-05), Combiner Box 06-06 (FORT-INV06-CB-06-06), Combiner Box 06-07 (FORT-INV06-CB-06-07), Combiner Box 06-08 (FORT-INV06-CB-06-08), Combiner Box 06-09 (FORT-INV06-CB-06-09), Combiner Box 06-10 (FORT-INV06-CB-06-10), Combiner Box 06-11 (FORT-INV06-CB-06-11), Combiner Box 06-12 (FORT-INV06-CB-06-12), Combiner Box 06-13 (FORT-INV06-CB-06-13), Combiner Box 06-14 (FORT-INV06-CB-06-14), Combiner Box 06-15 (FORT-INV06-CB-06-15), Combiner Box 06-16 (FORT-INV06-CB-06-16), Combiner Box 06-17 (FORT-INV06-CB-06-17), Combiner Box 07-01 (FORT-INV07-CB-07-01), Combiner Box 07-02 (FORT-INV07-CB-07-02), Combiner Box 07-03 (FORT-INV07-CB-07-03), Combiner Box 07-04 (FORT-INV07-CB-07-04), Combiner Box 07-05 (FORT-INV07-CB-07-05), Combiner Box 07-06 (FORT-INV07-CB-07-06), Combiner Box 07-07 (FORT-INV07-CB-07-07), Combiner Box 07-08 (FORT-INV07-CB-07-08), Combiner Box 07-09 (FORT-INV07-CB-07-09), Combiner Box 07-10 (FORT-INV07-CB-07-10), Combiner Box 07-11 (FORT-INV07-CB-07-11), Combiner Box 07-12 (FORT-INV07-CB-07-12), Combiner Box 07-13 (FORT-INV07-CB-07-13), Combiner Box 07-14 (FORT-INV07-CB-07-14), Combiner Box 07-15 (FORT-INV07-CB-07-15), Combiner Box 07-16 (FORT-INV07-CB-07-16), Combiner Box 07-17 (FORT-INV07-CB-07-17), Combiner Box 08-01 (FORT-INV08-CB-08-01), Combiner Box 08-02 (FORT-INV08-CB-08-02), Combiner Box 08-03 (FORT-INV08-CB-08-03), Combiner Box 08-04 (FORT-INV08-CB-08-04), Combiner Box 08-05 (FORT-INV08-CB-08-05), Combiner Box 08-06 (FORT-INV08-CB-08-06), Combiner Box 08-07 (FORT-INV08-CB-08-07), Combiner Box 08-08 (FORT-INV08-CB-08-08), Combiner Box 08-09 (FORT-INV08-CB-08-09), Combiner Box 08-10 (FORT-INV08-CB-08-10), Combiner Box 08-11 (FORT-INV08-CB-08-11), Combiner Box 08-12 (FORT-INV08-CB-08-12), Combiner Box 08-13 (FORT-INV08-CB-08-13), Combiner Box 08-14 (FORT-INV08-CB-08-14), Combiner Box 08-15 (FORT-INV08-CB-08-15), Combiner Box 08-16 (FORT-INV08-CB-08-16), Combiner Box 08-17 (FORT-INV08-CB-08-17), Fort Rock Solar I (FORT), Inverter 5 (FORT-INV05), Inverter 6 (FORT-INV06), Inverter 7 (FORT-INV07), Inverter 8 (FORT-INV08), Racking (FORT-RACK), Site Disconnect (GOAB) (FORT-GOAB), Solar Photovoltaic Module (FORT-MOD), String Connection (FORT-STRCONN), Transformer TX-5 (FORT-XFMR5), Transformer TX-6 (STAV-XFMR6), Transformer TX-7 (STAV-XFMR7), Transformer TX-8 (STAV-XFMR8)",2. PM - Onsite Inspection Complete / Report Due,36.99,,"Sep 11, 2023 10:54:56 AM","Cole Harbick, Ryan Jordan","Jul 03, 2023 03:07:40 AM",COMPLETE,(OM) O&M Contract,,"2023-08-23 RJO
-Crew completed inspection of all inverters and transformers.
-Crew replaced all inverter enclosure door filters.

2023-08-16 RJO
-Crew completed inspection of all Combiner boxes, GOAB, general site, Racking and wire management.
-Crew visually checked and cleaned solar module for comms power supply.
-Crew found a blown ATS fuse and two dead birds in substation yard. Crew removed dead birds and replaced fuse.
-Crew noted the section of cab system in array 6 which continues to be supported by a bucket.
-Crew noted a large number of large green tumbleweed on site roadway. 
-Crew located and repaired several free hanging home run string sections. ",,,Dylan Barrett,
